timestamp,solving_id,question_id,user_answer,elapsed_time
1517830697678,1,q8098,b,19000
1517830721674,2,q8074,d,21000
1517830748248,3,q176,b,24000
1517830765295,4,q1279,c,15000
1517830909360,5,q2067,b,15333
1517830909795,5,q2068,d,15333
1517830910457,5,q2069,d,15333
1517830957703,6,q3411,c,14666
1517830958091,6,q3412,a,14666
1517830958329,6,q3413,b,14666
1517831009861,7,q2991,b,16333
1517831011008,7,q2992,b,16333
1517831011875,7,q2993,c,16333
1517831056653,8,q2628,a,14000
1517831057214,8,q2629,b,14000
1517831057730,8,q2630,d,14000
1517831077516,9,q4555,d,18000
1517831097383,10,q4178,b,17000
1517831109515,11,q4761,b,10000
1517831132654,12,q6185,c,21000
1517831172794,13,q6243,b,38000
1517831190424,14,q6442,b,15000
1517831325246,15,q6949,c,33000
1517831326023,15,q6950,a,33000
1517831326515,15,q6951,d,33000
1517831327223,15,q6952,c,33000
1517831607989,16,q7335,c,69750
1517831608741,16,q7336,a,69750
1517831609218,16,q7337,d,69750
1517831609738,16,q7338,d,69750
1517831705521,17,q1147,a,8000
1517831725086,18,q657,a,15000
1517831743037,19,q1133,a,13000
1517831768027,20,q11249,b,20000
1517831790707,21,q1006,c,16000
1517831810645,22,q667,c,15000
1517831832461,23,q421,a,16000
1517831851545,24,q11261,b,14000
1517831871355,25,q514,a,15000
1517831891485,26,q751,a,15000
1517831968118,27,q4729,c,14000
1517831988680,28,q4214,b,15000
1517832010343,29,q3966,a,16000
1517832025617,30,q8505,a,11000
1517832047604,31,q5059,a,18000
1517832065807,32,q4820,d,14000
1517832077194,33,q6075,a,7000
1517832096271,34,q8641,c,15000
1517832114230,35,q3935,b,12000
1517832144310,36,q4440,a,19000
1517879339439,37,q77,c,21000
1517879363233,38,q178,d,18000
1517879376070,39,q88,a,8000
1517879400783,40,q11203,a,19000
1517879426215,41,q34,a,20000
1517879470192,42,q1,a,20000
1517969640614,43,q4172,d,6000
1517969660227,44,q4508,b,14000
1517969675843,45,q5242,a,10000
1517969698543,46,q10213,b,18000
1517969727646,47,q6390,b,16000
1517969748025,48,q6175,d,15000
1517969759532,49,q5533,a,6000
1517969781160,50,q9941,b,17000
1517969802192,51,q4036,d,16000
1517969824546,52,q4476,b,17000
1519888984665,53,q53,c,19000
1519889006058,54,q11227,b,16000
1519889034056,55,q29,d,22000
1519889063648,56,q10,c,22000
1519889093416,57,q190,a,23000
1519889120183,58,q11156,d,19000
1519889137537,59,q8057,a,11000
1519889157036,60,q8061,b,12000
1519889172088,61,q111,a,10000
1519889199379,62,q11077,b,21000
1519889250197,63,q194,d,19000
1519889276841,64,q7,d,21000
1519889307693,65,q8096,d,23000
