timestamp,solving_id,question_id,user_answer,elapsed_time
1542108572047,1,q5957,a,127000
1542108611715,2,q1393,c,35000
1542108637220,3,q394,b,22000
1542108671752,4,q4821,d,31000
1542108707126,5,q5055,c,33000
1542108731764,6,q5135,a,21000
1542108781769,7,q4364,c,48000
1542108812231,8,q4042,b,28000
1542108870547,9,q4114,b,56000
1542108901404,10,q10027,a,28000
1542109008832,11,q5265,a,104000
1542109446120,12,q3826,d,74000
1542109479424,13,q5667,b,18000
1542109527025,14,q5748,b,40000
1542109584313,15,q8556,c,45000
1542109672551,16,q4478,a,18000
1542109705039,17,q5388,c,26000
1542109733964,18,q3774,d,23000
1542109800241,19,q8851,c,26000
1542109835700,20,q3945,b,28000
1542109939580,21,q5279,b,98000
1542697434880,22,q6074,c,24000
1542697466082,23,q5648,c,24000
1542697518913,24,q5490,c,45000
1542697613562,25,q9462,a,43000
1542697663374,26,q4769,a,19000
1542697719854,27,q6523,b,46000
1542697751554,28,q6407,b,24000
1542697807591,29,q8774,a,48000
1542697853799,30,q4473,a,25000
1542697941578,31,q6188,b,81000
1542698016554,32,q4546,c,47000
1542698112067,33,q6281,c,74000
1542698217638,34,q6243,b,61000
1542698285115,35,q5744,d,28000
1542698345380,36,q5682,a,46000
1542698510026,37,q10305,b,33000
1542698592565,38,q5785,d,70000
1542698643117,39,q4539,d,37000
1542698716486,40,q4833,d,46000
1542698772399,41,q8631,c,40000
1542698866872,42,q5489,d,55000
1542698911708,43,q6547,d,35000
1542698929637,44,q5049,a,8000
1542698995046,45,q8377,b,59000
1542699125519,46,q6091,c,87000
1542699185145,47,q5103,c,36000
1542699334384,48,q4846,d,23000
1542699382076,49,q9434,b,39000
1542699468025,50,q6517,c,39000
1542699510802,51,q5395,c,37000
1542700350886,52,q5135,a,18000
1542700574188,53,q5785,b,114000
1542700714096,54,q5103,b,8000
1542700726927,55,q5395,c,7000
1542700785954,56,q4833,c,12000
1542702255639,57,q5681,d,51000
1542702276929,58,q9385,c,15000
1542702355955,59,q4166,d,59000
1542702465359,60,q4360,d,46000
1542702499881,61,q4490,b,29000
1542702546607,62,q9441,c,39000
1542702665155,63,q5670,b,82000
1542702732847,64,q3935,d,23000
1542702830241,65,q5393,d,49000
1542702947464,66,q10334,b,88000
1542713824263,67,q3909,a,64000
1542713957738,68,q3803,b,30000
1542714037422,69,q6334,b,58000
1542714116932,70,q8733,b,35000
1542714250763,71,q5775,d,99000
1542715494010,72,q4729,c,28000
1542715583625,73,q5640,b,40000
1542715668738,74,q9447,b,52000
1542715778604,75,q4157,d,62000
1542715844226,76,q3818,d,19000
1542715963988,77,q4701,c,94000
1542716026235,78,q8896,d,21000
1542716082778,79,q5257,a,51000
1542716180598,80,q3674,c,70000
1542716304309,81,q4124,d,104000
1542719927672,82,q8177,b,38000
1542719962296,83,q3,c,22000
1542720002487,84,q174,d,22000
1542720069276,85,q11046,c,40000
1542720111062,86,q8057,c,23000
1542720185756,87,q89,d,47000
1542720288462,88,q111,d,56000
1542720344242,89,q10972,c,45000
1542720378319,90,q8168,b,20000
1542720474023,91,q65,b,39000
1542720511291,92,q135,a,23000
1542720584966,93,q10962,b,47000
1542720651179,94,q158,d,55000
1542720703428,95,q8097,a,24000
1542720749939,96,q8096,d,37000
1542720781082,97,q11031,d,21000
1542720869808,98,q59,d,45000
1542720953184,99,q187,c,27000
1542721105290,100,q438,b,99000
1542721164716,101,q973,c,36000
1542721223975,102,q877,b,41000
1542721257569,103,q11263,b,22000
1542721303057,104,q1297,c,40000
1542721455900,105,q150,b,41000
1542721505647,106,q11247,c,20000
1542721551877,107,q8162,d,31000
1542721586754,108,q66,d,23000
1542721620841,109,q131,c,22000
1542721650939,110,q11041,d,22000
1542721730651,111,q34,b,74000
1542721869082,112,q8181,b,43000
1542721924926,113,q57,a,21000
1542721954650,114,q11146,a,23000
1542806791112,115,q8548,d,56000
1542806855108,116,q9608,a,46000
1542806912140,117,q5304,a,45000
1542806993506,118,q5336,b,31000
1542807085539,119,q8917,d,85000
1542807141650,120,q4809,c,41000
1542807208178,121,q5331,a,50000
1542807297331,122,q5526,a,54000
1542807314399,123,q9768,b,10000
1542807336157,124,q5959,b,16000
1542807371592,125,q5742,b,19000
1542807471302,126,q4119,a,92000
1542807550911,127,q10157,b,61000
1542807863698,128,q5535,c,42000
1542807974278,129,q6222,c,99000
1542808646544,130,q6989,a,43500
1542808647178,130,q6990,c,43500
1542808647851,130,q6991,b,43500
1542808648594,130,q6992,b,43500
1542808741970,131,q6335,d,46000
1542808853750,132,q9092,a,88000
1542809065298,133,q6516,b,22000
1542809155843,134,q5704,b,40000
1542809305517,135,q4205,b,54000
1542809492834,136,q9556,c,33000
1543129739943,137,q4539,a,40000
1543129763624,138,q4166,b,18000
1543129805136,139,q6243,d,17000
1543130049574,140,q5103,b,31000
1543130827322,141,q6188,d,71000
1543130894190,142,q5648,d,25000
1543131385986,143,q5490,a,38000
1543131474890,144,q3826,b,43000
1543131679504,145,q3976,a,63000
1543131737588,146,q9578,d,47000
1543131794782,147,q4634,a,36000
1543131846848,148,q10252,b,12000
1543131903382,149,q4316,c,43000
1543132020496,150,q3689,d,47000
1543132345330,151,q6733,d,42000
1543132424106,152,q9155,b,60000
1543133028688,153,q4498,c,58000
1543133200184,154,q6255,c,37000
1543133252766,155,q4909,b,33000
1543133305062,156,q10329,c,36000
1543133364312,157,q4805,d,34000
1543133494188,158,q5040,b,61000
1543133537046,159,q6185,c,5000
1543133563629,160,q9147,c,20000
1543133767982,161,q6187,a,84000
1543134067036,162,q6163,b,34000
1543134140116,163,q5964,a,64000
1543134189144,164,q9785,c,26000
1543134590497,165,q5652,d,75000
1543135022678,166,q6466,c,18000
1543135315701,167,q6278,c,13000
1543135382362,168,q9901,a,48000
1543135819832,169,q8657,d,32000
1543135897619,170,q6221,b,53000
1543136300035,171,q4596,b,110000
1543136623901,172,q9775,b,69000
1543137626232,173,q6494,a,114000
1543137691259,174,q8685,b,52000
1543320848967,175,q3788,d,19000
1543320907896,176,q8523,c,47000
1543320973185,177,q5338,d,37000
1543321020303,178,q5070,a,22000
1543321086080,179,q6020,c,40000
1543321133180,180,q9929,a,40000
1543321187756,181,q5245,a,42000
1543321230700,182,q4519,b,32000
1543321297566,183,q6752,b,36000
1543321343938,184,q8767,d,39000
1543321424873,185,q4317,b,65000
1543321494909,186,q5060,b,32000
1543321514809,187,q4872,d,9000
1543321550024,188,q9154,d,29000
1543321601692,189,q4353,c,42000
1543321752041,190,q4834,a,2000
1543321783770,191,q5476,d,25000
1543321813502,192,q9945,c,18000
1543321833388,193,q5782,c,11000
1543321888161,194,q3899,a,47000
1543321941218,195,q9577,a,35000
1543321975004,196,q9855,b,25000
1543322008366,197,q6518,d,20000
1543322042432,198,q4757,d,26000
1543322096720,199,q4906,c,20000
1543322224438,200,q9434,d,29000
1543322252716,201,q5959,b,15000
1543322266508,202,q4872,d,7000
1543322274092,203,q5338,d,3000
1543322302254,204,q11031,d,20000
1543322339729,205,q4316,c,20000
1543322382960,206,q9578,d,19000
1543322557000,207,q1860,a,45333
1543322557796,207,q1861,a,45333
1543322558395,207,q1862,b,45333
1543498794036,208,q2403,a,35666
1543498794600,208,q2404,d,35666
1543498795170,208,q2405,a,35666
1543498910497,209,q1431,d,33000
1543498911061,209,q1432,c,33000
1543498911621,209,q1433,a,33000
1543499156332,210,q1407,d,30333
1543499157507,210,q1408,c,30333
1543499158415,210,q1409,d,30333
1543499548358,211,q2283,d,34333
1543499549454,211,q2284,d,34333
1543499550392,211,q2285,d,34333
1543499834009,212,q1557,b,33333
1543499834449,212,q1558,d,33333
1543499834926,212,q1559,c,33333
1543500005830,213,q2394,d,48666
1543500006488,213,q2395,b,48666
1543500007212,213,q2396,d,48666
1543500136158,214,q1752,b,32333
1543500137032,214,q1753,d,32333
1543500137776,214,q1754,b,32333
1543500321078,215,q1704,a,46666
1543500321913,215,q1705,b,46666
1543500322787,215,q1706,d,46666
1543501894537,216,q2241,b,32333
1543501895096,216,q2242,a,32333
1543501895770,216,q2243,a,32333
1543502058366,217,q1983,a,38000
1543502058907,217,q1984,a,38000
1543502059538,217,q1985,b,38000
1543502200176,218,q2004,c,36333
1543502200802,218,q2005,c,36333
1543502201547,218,q2006,c,36333
1543502377872,219,q2571,a,41000
1543502378626,219,q2572,d,41000
1543502379448,219,q2573,c,41000
1543502672845,220,q2034,b,41333
1543502673781,220,q2035,d,41333
1543502674483,220,q2036,a,41333
1543503219358,221,q2202,d,33333
1543503219971,221,q2203,a,33333
1543503220639,221,q2204,b,33333
1543503489660,222,q1641,c,43000
1543503490370,222,q1642,c,43000
1543503491451,222,q1643,a,43000
1543503764245,223,q1809,b,38666
1543503765006,223,q1810,a,38666
1543503765692,223,q1811,c,38666
1543746503664,224,q3774,a,7000
1543746580365,225,q3635,a,65000
1543746696807,226,q5041,c,79000
1543746746725,227,q5469,b,15000
1543746792695,228,q4078,c,27000
1543746843847,229,q10167,b,44000
1543747231938,230,q5309,a,44000
1543747462160,231,q6042,b,14000
1543747515015,232,q4492,c,27000
1543747583377,233,q9701,b,42000
1543747902422,234,q6100,d,44000
1543747972485,235,q6508,d,59000
1543748011103,236,q5330,a,26000
1543748070531,237,q9964,a,46000
1543748529136,238,q5970,a,81000
1543748687942,239,q4836,b,57000
1543748752353,240,q5044,d,51000
1543748799488,241,q9137,a,27000
1543748799724,241,q9137,a,27000
1543749055759,242,q3910,a,45000
1543749119124,243,q5416,d,43000
1543749393387,244,q5780,b,16000
1543749506278,245,q9758,d,12000
1543749642386,246,q6137,c,47000
1543749732236,247,q4111,b,30000
1543749768978,248,q4277,b,29000
1543749859700,249,q8553,b,83000
