timestamp,solving_id,question_id,user_answer,elapsed_time
1550910394132,1,q4548,c,22000
1550910431118,2,q5327,a,33000
1550910461535,3,q9580,b,26000
1550910516134,4,q6168,c,50000
1550910549234,5,q5912,a,29000
1550910570380,6,q377,c,18000
1550910594538,7,q4793,b,20000
1550910631887,8,q5385,c,32000
1572386923000,9,q4322,b,66000
1572386989000,10,q8965,d,30000
1572387038000,11,q8741,a,38000
1572387091000,12,q9060,a,38000
1572387133000,13,q9565,c,31000
1572387204000,14,q9399,a,52000
1572387255000,15,q5492,d,29000
1572387326000,16,q6340,c,57000
1572387412000,17,q4205,b,72000
1572387495000,18,q4564,a,67000
1572600272799,19,q4322,b,66000
1572600338581,20,q8965,d,30000
1572600388032,21,q8741,a,38000
1572600440600,22,q9060,a,38000
1572600482741,23,q9565,c,31000
1572600553753,24,q9399,a,52000
1572600605398,25,q5492,d,29000
1572600676314,26,q6340,c,57000
1572600762324,27,q4205,b,72000
1572600844739,28,q4564,a,67000
1572648862000,29,q2925,a,2333
1572648862000,29,q2926,a,2333
1572648862000,29,q2927,c,2333
1572648949000,30,q3250,d,1666
1572648949000,30,q3251,c,1666
1572648949000,30,q3249,c,1666
1572649174000,31,q3025,b,25000
1572649174000,31,q3026,a,25000
1572649174000,31,q3024,a,25000
1572649328000,32,q2765,b,7333
1572649328000,32,q2763,a,7333
1572649328000,32,q2764,d,7333
1572649452000,33,q11286,c,30333
1572649452000,33,q11285,d,30333
1572649452000,33,q11284,a,30333
1572649655000,34,q2680,b,9333
1572649655000,34,q2681,b,9333
1572649655000,34,q2679,c,9333
1572649758000,35,q11278,d,4666
1572649758000,35,q11279,a,4666
1572649758000,35,q11280,d,4666
1572651199000,36,q8103,c,26000
1572651235000,37,q11135,c,17000
1572651267000,38,q8163,b,23000
1572651303000,39,q5,c,20000
1572651333000,40,q11059,a,21000
1572651365000,41,q11160,a,24000
1572651425000,42,q949,b,24000
1572651454000,43,q490,b,18000
1572651487000,44,q1379,a,16000
1572651524000,45,q1193,b,19000
1572651549000,46,q808,a,14000
1572651583000,47,q236,c,19000
1572652293000,48,q1186,c,18000
1572652324000,49,q1314,c,18000
1572652679000,50,q874,c,19000
1572652722000,51,q739,b,18000
1572652752000,52,q554,a,19000
1572652785000,53,q1037,c,20000
1572652918000,54,q8737,c,50000
1572652998000,55,q5731,b,45000
1572653071000,56,q4519,b,44000
1572653174000,57,q9801,c,23000
1572653262000,58,q17587,c,59000
1572653316000,59,q5428,d,28000
1572653371000,60,q6550,a,32000
1572653414000,61,q5796,d,32000
1572653518000,62,q6071,c,84000
1572653641000,63,q9598,c,66000
1572653812000,64,q4886,d,128000
1572653853000,65,q5135,a,17000
1572654028000,66,q4186,b,41000
1572654163000,67,q6742,a,104000
1572654306000,68,q9540,b,121000
1572654683000,69,q6965,c,69750
1572654683000,69,q6967,c,69750
1572654683000,69,q6968,d,69750
1572654683000,69,q6966,d,69750
1572655216000,70,q11611,d,116000
1572655216000,70,q11613,b,116000
1572655216000,70,q11612,a,116000
1572655216000,70,q11614,d,116000
1572655386000,71,q6668,b,30000
1572655386000,71,q6667,c,30000
1572655386000,71,q6666,c,30000
1572655387000,71,q6665,c,30000
1572655745000,72,q10877,b,77500
1572655745000,72,q10876,c,77500
1572655745000,72,q10878,d,77500
1572655746000,72,q10879,d,77500
1572717587000,73,q6939,b,66750
1572717587000,73,q6937,a,66750
1572717587000,73,q6940,b,66750
1572717587000,73,q6938,a,66750
1572862211563,74,q2925,a,2333
1572862211571,74,q2927,c,2333
1572862211574,74,q2926,a,2333
1572862298726,75,q3250,d,1666
1572862298738,75,q3251,c,1666
1572862298742,75,q3249,c,1666
1572862523680,76,q3026,a,25000
1572862523691,76,q3025,b,25000
1572862523706,76,q3024,a,25000
1572862678084,77,q2764,d,7333
1572862678135,77,q2765,b,7333
1572862678185,77,q2763,a,7333
1572862802251,78,q11285,d,30333
1572862802268,78,q11284,a,30333
1572862802281,78,q11286,c,30333
1572863004617,79,q2680,b,9333
1572863004618,79,q2679,c,9333
1572863004644,79,q2681,b,9333
1572863107909,80,q11278,d,4666
1572863107974,80,q11280,d,4666
1572863107991,80,q11279,a,4666
1572864548695,81,q8103,c,26000
1572864584479,82,q11135,c,17000
1572864616591,83,q8163,b,23000
1572864653165,84,q5,c,20000
1572864683160,85,q11059,a,21000
1572864715266,86,q11160,a,24000
1572864774553,87,q949,b,24000
1572864803972,88,q490,b,18000
1572864837138,89,q1379,a,16000
1572864873816,90,q1193,b,19000
1572864899330,91,q808,a,14000
1572864933320,92,q236,c,19000
1572865643185,93,q1186,c,18000
1572865673995,94,q1314,c,18000
1572866028803,95,q874,c,19000
1572866071669,96,q739,b,18000
1572866101556,97,q554,a,19000
1572866135007,98,q1037,c,20000
1572866267488,99,q8737,c,50000
1572866347576,100,q5731,b,45000
1572866421290,101,q4519,b,44000
1572866524009,102,q9801,c,23000
1572866611532,103,q17587,c,59000
1572866666187,104,q5428,d,28000
1572866720912,105,q6550,a,32000
1572866763748,106,q5796,d,32000
1572866867778,107,q6071,c,84000
1572866991119,108,q9598,c,66000
1572867161493,109,q4886,d,128000
1572867202609,110,q5135,a,17000
1572867378238,111,q4186,b,41000
1572867513435,112,q6742,a,104000
1572867655943,113,q9540,b,121000
1572868032591,114,q6966,d,69750
1572868032615,114,q6967,c,69750
1572868032631,114,q6968,d,69750
1572868032632,114,q6965,c,69750
1572868565591,115,q11613,b,116000
1572868565593,115,q11612,a,116000
