timestamp,solving_id,question_id,user_answer,elapsed_time
1520499461517,1,q8098,b,23000
1520499489790,2,q8074,c,24000
1520499519248,3,q176,d,26000
1520499539941,4,q1279,c,18000
1520499644079,5,q2069,d,33666
1520499644102,5,q2067,c,33666
1520499644136,5,q2068,a,33666
1520499734267,6,q3412,a,28666
1520499734317,6,q3411,d,28666
1520499734353,6,q3413,b,28666
1520499831663,7,q2992,c,31333
1520499831690,7,q2991,d,31333
1520499831730,7,q2993,a,31333
1520499905418,8,q2629,d,23333
1520499905421,8,q2628,c,23333
1520499905439,8,q2630,b,23333
1520499931191,9,q4555,d,23000
1520499951104,10,q4178,a,16000
1520499959745,11,q4761,a,6000
1520499966151,12,q6185,c,4000
1520499986398,13,q6243,a,18000
1520500007126,14,q6442,b,18000
1520500169247,15,q6952,c,39750
1520500169248,15,q6951,d,39750
1520500169262,15,q6949,d,39750
1520500169451,15,q6950,a,39750
1520500299480,16,q7337,d,31500
1520500299483,16,q7335,c,31500
1520500299506,16,q7338,c,31500
1520500299528,16,q7336,d,31500
1520530233951,17,q188,c,22000
1520530276552,18,q8055,d,23000
1520530310141,19,q36,b,21000
1520530350400,20,q11236,d,22000
1520530413242,21,q108,a,24000
1520530502207,22,q1345,c,19000
1520530550492,23,q459,a,21000
1520530603036,24,q729,b,20000
1520530652254,25,q11249,b,23000
1520530710761,26,q1368,c,19000
1520530761718,27,q413,c,19000
1520530911445,28,q2159,d,27000
1520530911470,28,q2157,b,27000
1520530911594,28,q2158,a,27000
1520531004245,29,q1595,c,25000
1520531004256,29,q1593,a,25000
1520531004268,29,q1594,c,25000
1520531136660,30,q3191,c,24666
1520531136672,30,q3189,d,24666
1520531136688,30,q3190,a,24666
1520531220873,31,q2914,a,25333
1520531220879,31,q2915,a,25333
1520531220987,31,q2913,a,25333
1520531338074,32,q4480,a,34000
1520531399760,33,q5074,a,43000
1520531441267,34,q4122,d,28000
1520531462427,35,q8728,a,8000
1520531482273,36,q4476,c,9000
1520598661417,37,q6711,b,32750
1520598661418,37,q6710,c,32750
1520598661465,37,q6709,d,32750
1520598661515,37,q6712,d,32750
1520600960019,38,q8142,c,22000
1520600994628,39,q8114,a,21000
1520601025351,40,q10963,a,24000
1520601103750,41,q8074,c,21000
1520601135543,42,q8084,b,25000
1521604330807,43,q8168,b,21000
1521604380922,44,q11096,a,23000
1521604429831,45,q77,c,29000
1521604499539,46,q8097,a,23000
1521604558890,47,q6,d,21000
1521604588496,48,q10962,b,24000
1521604638807,49,q115,a,24000
1521604682340,50,q132,a,20000
1521604728936,51,q8180,d,22000
1521604775446,52,q11143,b,21000
1521613952388,53,q902,a,16000
1521614610094,54,q295,c,15000
1521614648214,55,q624,c,17000
1521614672089,56,q1342,a,17000
1521614793078,57,q1115,c,16000
1521614841464,58,q11263,b,17000
1521614877081,59,q590,c,17000
1521614943770,60,q1099,c,16000
1521614968774,61,q260,a,16000
1521615031767,62,q11261,b,25000
1521618435864,63,q2466,a,22666
1521618435896,63,q2468,b,22666
1521618435897,63,q2467,d,22666
1521618607393,64,q2145,c,24000
1521618607402,64,q2146,b,24000
1521618607451,64,q2147,c,24000
1521618693181,65,q2444,b,24333
1521618693221,65,q2442,b,24333
1521618693240,65,q2443,d,24333
1521618781788,66,q2201,a,23000
1521618781822,66,q2200,a,23000
1521618782505,66,q2199,b,23000
1521618931322,67,q2982,c,21666
1521618931363,67,q2983,a,21666
1521618931432,67,q2984,b,21666
1521619039546,68,q3144,d,33000
1521619039577,68,q3146,c,33000
1521619039583,68,q3145,b,33000
1521619173324,69,q3227,c,23000
1521619173332,69,q3226,d,23000
1521619173363,69,q3225,d,23000
1521619297937,70,q2752,b,22666
1521619297968,70,q2753,c,22666
1521619298049,70,q2751,b,22666
1521619332494,71,q4478,a,6000
1521619358051,72,q4137,a,16000
1521619382429,73,q8209,d,17000
1521619426925,74,q6740,a,17000
1521619461841,75,q4352,a,17000
1521619486256,76,q4479,a,14000
1521619825954,76,q4479,b,47000
1521619843348,77,q4480,c,8000
1521619870758,78,q8749,a,11000
1521619885480,79,q4648,a,6000
1521619916896,80,q4659,b,21000
1521619941554,81,q5302,c,14000
1521632085977,82,q6827,d,45750
1521632086023,82,q6828,d,45750
1521632086024,82,q6825,c,45750
1521632086080,82,q6826,b,45750
1521632286002,83,q6694,d,32500
1521632286027,83,q6695,c,32500
1521632286054,83,q6696,a,32500
1521632286071,83,q6693,d,32500
1521632395689,84,q10868,d,21750
1521632395721,84,q10870,b,21750
1521632395734,84,q10871,b,21750
1521632395754,84,q10869,c,21750
1521632819796,85,q7421,d,83750
1521632819801,85,q7420,d,83750
1521632819806,85,q7419,d,83750
1521632819896,85,q7418,a,83750
1521633153307,86,q8290,c,55200
1521633153337,86,q8291,a,55200
1521633153362,86,q8287,b,55200
1521633153392,86,q8289,b,55200
1521633153426,86,q8288,c,55200
1521633706923,87,q8283,c,86400
1521633706925,87,q8282,a,86400
1521633706940,87,q8285,c,86400
1521633706944,87,q8284,a,86400
1521633706945,87,q8286,a,86400
1521684262266,88,q6661,c,35000
1521684262291,88,q6662,b,35000
1521684262299,88,q6663,b,35000
1521684262310,88,q6664,d,35000
1521684447597,89,q6937,c,35750
1521684447622,89,q6938,c,35750
1521684447645,89,q6940,b,35750
1521684447673,89,q6939,c,35750
1521684689991,90,q6805,a,44500
1521684689995,90,q6808,d,44500
1521684690022,90,q6807,c,44500
1521684690036,90,q6806,c,44500
1521688820091,91,q111,a,23000
1521688865458,92,q8068,b,25000
1521688940501,93,q8175,a,21000
1521688985101,94,q11202,b,21000
1521689028815,95,q4,b,20000
1521689087920,96,q8096,d,32000
1521689136023,97,q16,c,21000
1521689179655,98,q11215,a,20000
1521689208318,99,q131,c,22000
1521689246775,100,q8161,d,23000
1521689967109,101,q1393,c,24000
1521690011062,102,q466,a,18000
1521690053230,103,q621,a,17000
1521690104246,104,q11259,b,17000
1521690127305,105,q985,b,16000
1521690165777,106,q676,c,18000
1521690219397,107,q1084,b,19000
1521690260745,108,q11262,a,16000
1521690284459,109,q233,c,17000
1521690324300,110,q217,a,18000
1521690632466,111,q2269,d,24333
1521690632523,111,q2268,a,24333
1521690633141,111,q2270,d,24333
1521690768741,112,q2090,c,23666
1521690768763,112,q2089,b,23666
1521690768771,112,q2088,d,23666
1521690900354,113,q1861,b,38666
1521690900362,113,q1862,b,38666
1521690900509,113,q1860,c,38666
1521691063199,114,q2193,a,29000
1521691063205,114,q2194,c,29000
1521691063237,114,q2195,c,29000
1521691460834,115,q2270,c,22333
1521691460835,115,q2268,a,22333
1521691460864,115,q2269,d,22333
1521696422929,116,q3357,b,28666
1521696422943,116,q3358,d,28666
1521696422945,116,q3359,a,28666
1521696540672,117,q3577,a,25666
1521696540690,117,q3578,c,25666
1521696540692,117,q3576,c,25666
1521696663799,118,q2722,b,22333
1521696663821,118,q2721,a,22333
1521696663865,118,q2723,d,22333
1521696788670,119,q2967,b,27333
1521696788695,119,q2969,c,27333
1521696788698,119,q2968,b,27333
1521696919189,120,q8645,d,9000
1521696952549,121,q5683,b,11000
1521696984716,122,q4468,b,6000
1521697026885,123,q6177,c,25000
1521697059050,124,q9571,d,16000
1521697131889,125,q3788,d,53000
1521697195363,126,q3790,a,21000
1521697246726,127,q4027,a,38000
1521697308197,128,q9867,a,16000
1521697335333,129,q5507,b,15000
1521697358043,130,q9575,b,13000
1522070733538,131,q8163,b,20000
1522070761948,132,q11089,b,22000
1522070816175,133,q8108,d,20000
1522070847699,134,q53,c,20000
1522070902136,135,q190,c,48000
1522070964114,136,q10950,c,19000
1522071016139,137,q8106,a,21000
1522071048137,138,q65,b,24000
1522071097552,139,q187,a,22000
1522071127155,140,q11052,d,22000
1522114303546,141,q7,d,24000
1522114388083,142,q3,b,31000
1522114429808,143,q8179,a,25000
1522114488497,144,q11199,d,22000
1522114550526,145,q13,a,33000
1522114628987,146,q825,c,18000
1522114679311,147,q788,b,25000
1522114910163,148,q1084,a,14000
1522114943042,149,q788,c,22000
1522115002642,150,q588,a,19000
1522115076310,151,q1076,b,31000
1522115123350,152,q854,b,18000
1522115261308,153,q6215,b,21000
1522115281317,154,q8205,c,10000
1522115362227,155,q5246,a,66000
1522115433171,156,q6522,b,31000
1522115462022,157,q6074,a,13000
1522115632493,158,q10787,a,35000
1522115632512,158,q10786,a,35000
1522115632516,158,q10784,a,35000
1522115632594,158,q10785,d,35000
1522115919677,159,q6921,c,46000
1522115919688,159,q6924,a,46000
1522115919692,159,q6923,c,46000
1522115919727,159,q6922,b,46000
1522116165213,160,q1965,c,26666
1522116165215,160,q1967,c,26666
1522116165275,160,q1966,b,26666
1522116311540,161,q1641,c,25333
1522116311546,161,q1642,c,25333
1522116311572,161,q1643,a,25333
1522116460727,162,q3333,c,39333
1522116460763,162,q3335,b,39333
1522116460822,162,q3334,d,39333
1522116619034,163,q11316,a,25000
1522116619056,163,q11314,c,25000
1522116619080,163,q11315,d,25000
1522117062572,164,q7510,c,82200
1522117062591,164,q7512,d,82200
1522117062615,164,q7513,b,82200
1522117062647,164,q7514,b,82200
1522117062747,164,q7511,c,82200
1522199875702,165,q6985,b,31250
1522199875725,165,q6987,d,31250
1522199875743,165,q6988,d,31250
1522199875792,165,q6986,c,31250
1522200102840,166,q6908,c,44250
1522200102855,166,q6907,d,44250
1522200102865,166,q6905,b,44250
1522200102885,166,q6906,b,44250
1522200568485,167,q7059,d,72200
1522200568498,167,q7061,a,72200
1522200568503,167,q7060,c,72200
1522200568682,167,q7062,d,72200
1522200569213,167,q7063,c,72200
1522200705913,168,q2003,a,25333
1522200705917,168,q2002,c,25333
1522200705924,168,q2001,b,25333
1522200888144,169,q2382,c,26000
1522200888178,169,q2384,b,26000
1522200888189,169,q2383,d,26000
1522201044194,170,q2624,b,33666
1522201044208,170,q2622,d,33666
1522201044233,170,q2623,c,33666
1522201229663,171,q3415,b,24000
1522201229675,171,q3414,b,24000
1522201229724,171,q3416,a,24000
1522201554846,171,q3414,b,24333
1522201554895,171,q3416,d,24333
1522201556400,171,q3415,a,24333
1522201614365,172,q9157,a,7000
1522201696252,173,q4300,d,65000
1522201833312,174,q6512,b,67000
1522201901838,175,q6253,c,33000
1522201922905,176,q9441,d,13000
1522201994723,177,q1297,b,17000
1522202033862,178,q835,b,32000
1522202066856,179,q1076,c,20000
1522202100511,180,q835,c,15000
1522202169853,181,q666,a,18000
1522202224578,182,q594,a,17000
1522202278438,183,q1203,a,17000
1522202362943,184,q135,d,23000
1522202427998,185,q46,a,30000
1522202513983,186,q11086,b,22000
1522202564679,187,q59,d,25000
1522202605609,188,q172,c,26000
1522286446817,189,q9606,c,16000
1522286476347,190,q4811,c,9000
1522286510780,191,q5238,b,23000
1522286568481,192,q9737,b,48000
1522286599438,193,q4729,c,17000
1522286629837,194,q5242,a,21000
1522321087606,195,q10,d,24000
1522321276464,195,q10,c,23000
1522321356526,196,q59,b,25000
1522321405688,197,q11136,d,22000
1522321445491,198,q8162,b,30000
1522321509608,199,q8057,a,32000
1522321559547,200,q11,b,22000
1522321600561,201,q539,a,18000
1522321648235,202,q1316,a,19000
1522321698657,203,q1208,a,15000
1522321727824,204,q1251,a,21000
1522321760984,205,q763,c,20000
1522321875492,206,q2241,b,25666
1522321875516,206,q2242,a,25666
1522321875522,206,q2243,a,25666
1522321981934,207,q1481,a,25333
1522321981958,207,q1479,c,25333
1522321981971,207,q1480,b,25333
1522322083524,208,q3397,a,23000
1522322083543,208,q3396,a,23000
1522322083577,208,q3398,d,23000
1522322192623,209,q11309,d,24666
1522322192645,209,q11308,c,24666
1522322192665,209,q11310,b,24666
1522322377787,210,q10730,a,20750
1522322377791,210,q10731,a,20750
1522322377817,210,q10729,d,20750
1522322377817,210,q10728,b,20750
1522322571106,211,q6837,a,46250
1522322571122,211,q6838,b,46250
1522322571122,211,q6840,c,46250
1522322571188,211,q6839,b,46250
1522322708801,212,q7764,d,43500
1522322708817,212,q7763,c,43500
1522322875032,213,q7789,d,43333
1522322875045,213,q7790,c,43333
1522322875069,213,q7788,c,43333
1522407893358,214,q7052,a,55200
1522407893380,214,q7050,c,55200
1522407893382,214,q7051,d,55200
1522407893408,214,q7053,d,55200
1522407893484,214,q7049,d,55200
1522408043623,215,q6571,b,29250
1522408043639,215,q6570,c,29250
1522408043645,215,q6572,c,29250
1522408043717,215,q6569,a,29250
1522408206476,216,q6703,b,37000
1522408206483,216,q6704,d,37000
1522408206512,216,q6701,d,37000
1522408206526,216,q6702,b,37000
1522408298339,217,q5333,d,37000
1522408326816,218,q9562,c,15000
1522408368325,219,q4481,a,31000
1522408422069,220,q3665,a,38000
1522408472812,221,q6447,c,36000
1522408569296,222,q11040,c,21000
1522408603612,223,q8172,a,22000
