timestamp,solving_id,question_id,user_answer,elapsed_time
1564319278065,1,q6389,d,18000
1564319310792,2,q6364,b,28000
1564319331269,3,q525,b,17000
1564319350216,4,q5188,c,16000
1564319382318,5,q5421,a,29000
1564319397262,6,q5480,a,12000
1564319419152,7,q4795,b,19000
1564319439841,8,q4829,c,18000
1564319774218,9,q4035,a,25000
1564319804776,10,q4028,c,20000
1564319831279,11,q3689,a,19000
1564319866327,12,q8547,b,27000
1564319903334,13,q6255,a,27000
1564319927634,14,q4565,b,10000
1564319957359,15,q5264,c,16000
1564319992492,16,q10145,d,18000
1564320033425,17,q6725,d,24000
1564320064766,18,q4745,d,16000
1564356836027,19,q6330,d,24000
1564356888206,20,q9038,b,23000
1564356937382,21,q3877,b,17000
1564356977632,22,q5683,b,28000
1564357070709,23,q5046,b,37000
1564357136034,24,q10223,c,45000
1564357210832,25,q3799,d,38000
1564357275284,26,q3909,a,36000
1564357317864,27,q5650,d,8000
1564357348686,28,q9437,b,21000
1564359441094,29,q639,b,21000
1564359469417,30,q1204,c,17000
1564359494241,31,q884,a,17000
1564359520535,32,q17649,c,17000
1564359551832,33,q268,a,19000
1564359582235,34,q663,b,22000
1564359609073,35,q943,b,17000
1564359634271,36,q17544,b,17000
1564359661589,37,q882,c,18000
1564359686699,38,q1167,b,17000
1564365432797,39,q6389,d,23000
1564414427790,40,q444,b,18000
1564414473878,41,q295,c,21000
1564414512513,42,q376,c,18000
1564414812903,43,q268,b,18000
1564414837101,44,q376,b,17000
1564414856404,45,q288,a,14000
1564414880421,46,q719,b,17000
1564414911935,47,q17643,c,19000
1564414943856,48,q591,b,18000
1564414967344,49,q1189,c,15000
1564414986969,50,q620,a,15000
1564415012505,51,q17654,b,19000
1564415272159,52,q6258,b,30000
1564415327901,53,q6163,c,26000
1564415425469,54,q4731,b,40000
1564415446460,55,q9468,a,9000
1564415540917,56,q5321,b,19000
1564415615379,57,q5045,d,38000
1564415691114,58,q5041,d,23000
1564415747056,59,q10234,a,27000
1564415769544,60,q5379,c,5000
1564415799792,61,q6053,b,23000
1564498224163,62,q4035,d,17000
1564498238420,63,q9468,c,9000
1564498262130,64,q3689,c,20000
1564498315333,65,q9038,b,17000
1564498357999,66,q5421,a,17000
1564498402476,67,q9437,c,15000
1564498421283,68,q5379,c,5000
1564498453578,69,q4745,d,27000
1564498547849,70,q5041,a,15000
1564498597411,71,q5045,d,22000
1564498644866,72,q6725,c,31000
1564498833616,73,q618,a,17000
