timestamp,solving_id,question_id,user_answer,elapsed_time
1535179280446,1,q8098,b,22000
1535179303936,2,q8074,c,21000
1535179328983,3,q176,c,22000
1535179347943,4,q1279,c,16000
1535179438002,5,q2067,b,28666
1535179438765,5,q2068,a,28666
1535179439347,5,q2069,d,28666
1535179510371,6,q3411,a,22666
1535179510996,6,q3412,a,22666
1535179511649,6,q3413,d,22666
1535179582150,7,q2991,d,22333
1535179582615,7,q2992,a,22333
1535179583093,7,q2993,c,22333
1535179711825,8,q2628,c,22666
1535179712462,8,q2629,d,22666
1535179713045,8,q2630,b,22666
1535179747831,9,q4555,d,33000
1535179768808,10,q4178,b,18000
1535179792831,11,q4761,d,22000
1535179805443,12,q6185,c,11000
1535179848358,13,q6243,a,41000
1535179857023,14,q6442,d,6000
1535179960490,15,q6981,a,25250
1535179961050,15,q6982,c,25250
1535179961527,15,q6983,c,25250
1535179962021,15,q6984,c,25250
1535180225186,16,q7335,c,65250
1535180226378,16,q7336,d,65250
1535180227969,16,q7337,d,65250
1535180230042,16,q7338,c,65250
1535180358913,17,q6501,d,39000
1535180404775,18,q5782,c,25000
1535180469243,19,q5277,d,52000
1535180524265,20,q10285,d,16000
1535180550312,21,q5480,b,19000
1535180611075,22,q3976,b,53000
1535180664854,23,q6326,a,34000
1535180725735,24,q10280,c,31000
1535180776136,25,q5242,c,31000
1535180827713,26,q4883,a,34000
1535247375920,27,q6188,c,25000
1535247412751,28,q8362,a,18000
1535247442654,29,q6156,c,24000
1535247489190,30,q5930,a,14000
1535247509145,31,q9577,a,14000
1535247528397,32,q8543,d,14000
1535247570361,33,q6183,d,28000
1535247611465,34,q3925,b,24000
1535247893480,34,q3925,a,7000
1535247906656,35,q5277,a,8000
1535247960810,36,q5353,b,49000
1535248020699,37,q8925,d,46000
1535248109887,38,q661,b,25000
1535248149770,39,q776,b,17000
1535248173795,40,q1240,b,17000
1535248214853,41,q11249,b,21000
1535248238823,42,q1011,b,16000
1535248270041,43,q1393,c,16000
1535248294023,44,q943,b,18000
1535248313913,45,q295,c,15000
1535248338385,46,q1345,b,18000
1535248377062,47,q603,a,16000
1535347743485,48,q6733,c,22000
1535347764878,49,q3666,a,6000
1535347805836,50,q3905,b,31000
1535347843664,51,q10267,b,25000
1535347887972,52,q6230,d,13000
1535347910583,53,q5433,b,16000
1535347954776,54,q3714,d,39000
1535348013709,55,q9567,b,34000
1535348044257,56,q5094,b,23000
1535348088077,57,q6064,d,15000
1535348329571,58,q6183,b,14000
1535348341379,59,q5242,a,7000
1535348398563,60,q562,b,17000
1535348581353,60,q562,c,16000
1535348601032,61,q661,c,15000
1535348624857,62,q11263,b,17000
1535348664988,63,q1193,a,16000
1535348703184,64,q737,c,17000
1535348740000,65,q507,c,15000
1535348760254,66,q11262,a,16000
1535348781617,67,q561,b,16000
1535348820076,68,q435,a,16000
1535348882387,69,q1097,b,16000
1535348907116,70,q11261,c,18000
1535431734111,71,q4038,a,33000
1535432184719,71,q4038,d,4000
1535432242853,72,q5353,b,46000
1535432280865,73,q9015,c,25000
1535432312863,74,q6364,a,18000
1535432382271,75,q6170,b,29000
1535432417770,76,q4047,d,20000
1535432478643,77,q8963,a,14000
1535432524611,78,q3935,b,12000
1535432570169,79,q5513,c,7000
1535432619553,80,q3670,a,38000
1535432701162,81,q8719,d,6000
1535432745176,82,q1114,c,16000
1535432771376,83,q436,c,18000
1535432846346,84,q961,b,17000
1535432880193,85,q11259,b,19000
1535432904939,86,q928,c,17000
1535432928761,87,q1361,c,19000
1535432963182,88,q1379,c,14000
1535432987704,89,q505,a,19000
