timestamp,solving_id,question_id,user_answer,elapsed_time
1501636217960,1,q129,b,14000
1501636240532,2,q8058,b,19000
1501636260530,3,q8120,a,17000
1501636280353,4,q157,d,18000
1501636301013,5,q52,b,16000
1501636319383,6,q51,c,16000
1501636340195,7,q8094,d,18000
1501636360321,8,q8061,b,17000
1501636380607,9,q153,a,18000
1501636400627,10,q105,d,17000
1501636422657,11,q109,c,19000
1501636447732,12,q8098,b,20000
1501636469918,13,q8099,a,19000
1501636493882,14,q8169,d,22000
1501636516675,15,q26,a,19000
1501636537687,16,q184,a,18000
1501636558856,17,q8124,a,18000
1501636583415,18,q8125,d,21000
1501636604119,19,q5,c,17000
1501636625988,20,q8182,a,19000
1501636649849,21,q46,d,21000
1501636673764,22,q186,b,19000
1501636690870,23,q56,c,14000
1501636720539,24,q8074,c,27000
1501636742744,25,q7,c,20000
1501636763161,26,q173,a,17000
1501636791432,27,q8096,d,24000
1501636813417,28,q176,c,20000
1501636832329,29,q101,b,15000
1501636853795,30,q8057,c,18000
1501637444628,31,q1233,a,14000
1501637470315,32,q358,c,22000
1501637488558,33,q482,b,15000
1501637506056,34,q1252,b,14000
1501637524920,35,q1279,c,16000
1501637552361,36,q935,a,25000
1501637578707,37,q841,c,17000
1501637595556,38,q933,a,14000
1501637618252,39,q1238,c,20000
1501637640486,40,q325,c,17000
1501637656628,41,q598,c,13000
1501637676932,42,q823,b,16000
1501637696026,43,q541,b,15000
1501637714871,44,q731,b,14000
1501637734873,45,q711,a,15000
1501637752513,46,q1286,a,14000
1501637770067,47,q500,b,14000
1501637790145,48,q830,b,17000
1501637809180,49,q356,a,17000
1501637825951,50,q784,b,13000
1501637848194,51,q545,b,19000
1501637865926,52,q764,c,13000
1501637889014,53,q1104,a,18000
1501637908071,54,q1261,c,17000
1501637925409,55,q773,a,14000
1501637945552,56,q921,b,17000
1501637965597,57,q522,b,15000
1501637987867,58,q1088,c,17000
1501638010679,59,q1037,a,17000
1501638030806,60,q1368,b,18000
1501638633213,61,q5759,c,13000
1501638647580,62,q5783,d,11000
1501638662883,63,q5410,c,12000
1501638732136,64,q6432,b,64000
1501638759176,65,q6482,a,24000
1501638787724,66,q6477,a,25000
1501638813642,67,q5458,a,23000
1501638854944,68,q5731,c,36000
1501638888169,69,q4854,b,30000
1501638935947,70,q5279,c,44000
1501638995239,71,q5136,a,53000
1501639025349,72,q4761,b,25000
1501639045735,73,q5789,a,17000
1501639081154,74,q3805,b,32000
1501639099085,75,q5453,b,13000
1501639135458,76,q4555,d,33000
1501639146130,77,q5294,d,7000
1501639166179,78,q5754,c,15000
1501639212650,79,q6444,b,5000
1501639222047,80,q6185,c,7000
1501639246757,81,q5307,c,21000
1501639289393,82,q4178,b,37000
1501639330900,83,q6243,d,38000
1501639367853,84,q6552,b,32000
1501639403948,85,q6442,b,32000
1501639431076,86,q5470,b,22000
1501639478083,87,q5198,b,44000
1501639495593,88,q4175,a,14000
1501639517785,89,q4486,a,19000
1501639541609,90,q5659,c,21000
1501639950987,91,q4564,a,21000
1501640081569,92,q4022,b,23000
1501640149733,93,q6225,c,13000
1501640197969,94,q5686,b,21000
1501640243368,95,q5031,d,22000
1501640280916,96,q8414,b,27000
1501640324987,97,q3935,a,15000
1501640354462,98,q6127,d,18000
1501640446340,99,q5695,a,58000
1501640531794,100,q4059,c,70000
1501659392159,101,q2564,c,14333
1501659392197,101,q2563,c,14333
1501659392201,101,q2562,c,14333
1501659511483,102,q2574,a,13666
1501659511532,102,q2576,b,13666
1501659511671,102,q2575,a,13666
1501659597387,103,q2587,c,14666
1501659597433,103,q2588,b,14666
1501659597510,103,q2586,a,14666
1501659675871,104,q2512,d,14666
1501659676116,104,q2511,d,14666
1501659676136,104,q2513,b,14666
1501659767028,105,q2224,b,10333
1501659767057,105,q2225,c,10333
1501659767280,105,q2223,d,10333
1501659895984,106,q2262,c,14666
1501659896000,106,q2264,a,14666
1501659896238,106,q2263,b,14666
1501660084993,107,q1515,d,16000
1501660085168,107,q1517,d,16000
1501660085172,107,q1516,b,16000
1501660218112,108,q2551,a,18333
