timestamp,solving_id,question_id,user_answer,elapsed_time
1512067945060,1,q8098,b,45000
1512067985953,2,q8074,c,23000
1512068012100,3,q176,b,24000
1512068031513,4,q1279,c,17000
1512068127647,5,q2067,c,30333
1512068128133,5,q2068,a,30333
1512068128628,5,q2069,d,30333
1512068319358,6,q3411,b,21333
1512068319888,6,q3412,d,21333
1512068320398,6,q3413,b,21333
1512068396103,7,q2991,c,24000
1512068396547,7,q2992,b,24000
1512068397030,7,q2993,b,24000
1512068482916,8,q2628,c,27333
1512068483421,8,q2629,d,27333
1512068484067,8,q2630,a,27333
1512068499587,9,q4555,d,13000
1512068522638,10,q4178,c,21000
1512068549436,11,q4761,b,25000
1512068575373,12,q6185,b,24000
1512068609353,13,q6243,a,32000
1512068647795,14,q6442,b,36000
1512068850777,15,q6949,d,50000
1512068851344,15,q6950,a,50000
1512068851836,15,q6951,d,50000
1512068852379,15,q6952,c,50000
1512069149433,16,q7335,c,73500
1512069150105,16,q7336,d,73500
1512069150607,16,q7337,d,73500
1512069151091,16,q7338,c,73500
1515047633284,17,q5345,c,19000
1515047847056,18,q5938,a,13000
1515047999364,19,q6175,d,29000
1515048394469,20,q9112,a,17000
1515048550436,21,q6076,d,39000
1515049250355,22,q7876,c,60000
1515049251018,22,q7877,c,60000
1515049251578,22,q7878,a,60000
1515049252102,22,q7879,d,60000
1515049252684,22,q7880,b,60000
1515050102532,23,q68,b,18000
1515050139695,24,q8063,b,15000
1515050220392,25,q131,c,18000
1515050382846,26,q11091,a,16000
1515050484276,27,q136,c,16000
1515050555103,28,q1085,b,14000
1515050634302,29,q722,a,14000
1515050727905,30,q818,b,15000
1515050890408,31,q11263,b,17000
1515050971781,32,q541,b,15000
1515051155287,33,q2406,a,17667
1515051156344,33,q2407,d,17667
1515051157214,33,q2408,d,17667
1515051327579,34,q2346,b,13000
1515051328483,34,q2347,a,13000
1515051329433,34,q2348,c,13000
1515051542605,35,q1794,b,19000
1515051543861,35,q1795,c,19000
1515051544976,35,q1796,a,19000
1515051780826,36,q2904,a,17000
1515051781944,36,q2905,a,17000
1515051782977,36,q2906,d,17000
1515051874324,37,q3531,b,15000
1515051874971,37,q3532,d,15000
1515051875603,37,q3533,b,15000
1515052063213,38,q2943,d,22333
1515052063631,38,q2944,c,22333
1515052063960,38,q2945,d,22333
1515052486978,39,q6869,a,49750
1515052488195,39,q6870,b,49750
1515052489365,39,q6871,d,49750
1515052491797,39,q6872,d,49750
1515053389668,40,q10642,b,36500
1515053390634,40,q10643,b,36500
1515053391639,40,q10644,a,36500
1515053392606,40,q10645,d,36500
1515236453601,41,q5485,a,35000
1515236697834,42,q6733,d,28000
1515236864508,43,q8548,d,20000
1515236953061,44,q4318,a,29000
1515237306058,45,q5667,b,26000
1515237693840,46,q6981,b,34750
1515237694418,46,q6982,b,34750
1515237694983,46,q6983,c,34750
1515237695539,46,q6984,c,34750
1515238170592,47,q10844,b,39750
1515238170969,47,q10845,d,39750
1515238171337,47,q10846,b,39750
1515238171681,47,q10847,a,39750
1515239070069,48,q7703,b,75333
1515239071265,48,q7704,c,75333
1515239072203,48,q7705,c,75333
1515239480529,49,q169,c,14000
1515239558085,50,q24,a,17000
1515239617265,51,q10952,d,18000
1515239686967,52,q99,a,18000
1515239770403,53,q8103,d,17000
1515239880757,54,q322,b,16000
1515239997296,55,q995,b,15000
1515240131892,56,q11259,b,19000
1515240302519,57,q1300,b,15000
1515240410453,58,q227,c,13000
1515240585832,59,q2004,a,27667
1515240586426,59,q2005,a,27667
1515240587197,59,q2006,b,27667
1515241237356,60,q2157,b,27667
1515241237995,60,q2158,a,27667
1515241238373,60,q2159,d,27667
1515241711161,61,q11314,c,26000
1515241712413,61,q11315,a,26000
1515241713670,61,q11316,a,26000
1515242148582,62,q3156,d,25333
1515242149946,62,q3157,b,25333
1515242150911,62,q3158,d,25333
1515296434658,63,q5401,c,19000
1515296565456,64,q9948,d,40000
1515296729257,65,q4096,c,51000
1515296878894,66,q4858,a,27000
1515296984602,67,q5682,c,29000
1515297106103,68,q6303,d,24000
1515297264236,69,q4528,a,46000
1515297488185,70,q4490,b,49000
1515297893229,71,q6661,c,42250
1515297894003,71,q6662,b,42250
1515297894706,71,q6663,b,42250
1515297895453,71,q6664,d,42250
1515298312238,72,q6709,d,31250
1515298313062,72,q6710,c,31250
1515298313986,72,q6711,b,31250
1515298314863,72,q6712,a,31250
1515298754716,73,q7074,a,56200
1515298755417,73,q7075,d,56200
1515298756104,73,q7076,c,56200
1515298756834,73,q7077,c,56200
1515298757586,73,q7078,a,56200
1515298990694,74,q14,a,16000
1515299060205,75,q11234,b,18000
1515299123915,76,q60,a,17000
1515299195834,77,q40,b,19000
1515299278493,78,q8114,a,15000
1515299422985,79,q423,b,14000
1515299479339,80,q11262,a,14000
1515299522826,81,q398,c,12000
1515299570249,82,q278,c,16000
1515299680447,83,q289,c,13000
1515299761258,84,q278,a,0
1515299817606,85,q818,a,14000
1515299967946,86,q1971,b,19333
1515299969152,86,q1972,a,19333
1515299970277,86,q1973,b,19333
1515300319980,87,q2397,a,42000
1515300320571,87,q2398,d,42000
1515300321141,87,q2399,b,42000
1515301320102,88,q3036,a,26000
