timestamp,solving_id,question_id,user_answer,elapsed_time
1534993124078,1,q8098,b,25000
1534993155818,2,q8074,c,30000
1534993180449,3,q176,b,22000
1534993199389,4,q1279,c,16000
1534993282480,5,q2069,a,26667
1534993282509,5,q2067,d,26667
1534993282598,5,q2068,a,26667
1534993369995,6,q3413,a,28000
1534993370018,6,q3412,c,28000
1534993370065,6,q3411,a,28000
1534993449212,7,q2991,d,25667
1534993449219,7,q2992,c,25667
1534993449260,7,q2993,c,25667
1534993522368,8,q2628,c,23333
1534993522373,8,q2630,b,23333
1534993522385,8,q2629,d,23333
1534993550003,9,q4555,d,25000
1534993565275,10,q4178,c,13000
1534993580115,11,q4761,b,12000
1534993593129,12,q6185,b,11000
1534993614513,13,q6243,b,19000
1534993628453,14,q6442,b,12000
1534993778291,15,q6983,c,36500
1534993778309,15,q6982,b,36500
1534993778336,15,q6984,a,36500
1534993778392,15,q6981,d,36500
1534993942395,16,q7335,c,40000
1534993942409,16,q7336,d,40000
1534993942425,16,q7338,a,40000
1534993942436,16,q7337,d,40000
1534994030783,17,q5264,a,20000
1534994078399,18,q3912,c,26000
1534994110952,19,q4577,d,19000
1534994162373,20,q10199,c,27000
1534994191429,21,q5634,a,15000
1534994231053,22,q4487,b,26000
1534994279636,23,q4516,d,22000
1534994325299,24,q8730,a,23000
1534994374392,25,q4472,d,31000
1534994432059,26,q9638,d,38000
1534994650963,27,q444,b,19000
1534994688942,28,q671,a,18000
1534994726275,29,q573,c,17000
1534994770326,30,q11263,b,18000
1534994805572,31,q1171,b,15000
1534994834948,32,q1065,c,15000
1534994863580,33,q1370,c,15000
1534994913782,34,q11249,b,22000
1534994975327,35,q825,b,18000
1534995034138,36,q554,b,29000
1535073524230,36,q554,c,18000
1535073564661,37,q825,b,34000
1535073590369,38,q11249,b,21000
1535073613071,39,q1370,c,16000
1535073640024,40,q1065,c,15000
1535073659368,41,q1171,b,12000
1535073681973,42,q11263,b,16000
1535073717582,43,q573,c,31000
1535073731103,44,q671,a,9000
1535073748905,45,q444,b,14000
1535073771693,46,q9638,b,19000
1535073797189,47,q4472,c,19000
1535073818827,48,q8730,a,17000
1535073843402,49,q4516,a,20000
1535073862138,50,q4487,b,13000
1535073876283,51,q5634,a,10000
1535073891505,52,q10199,c,10000
1535073911713,53,q4577,c,16000
1535073940073,54,q3912,c,24000
1535073973107,55,q5264,c,29000
1535073973148,55,q5264,c,29000
1535074010397,56,q7338,a,7750
1535074010407,56,q7335,c,7750
1535074010410,56,q7336,d,7750
1535074010476,56,q7337,d,7750
1535074136796,57,q6982,b,22250
1535074136797,57,q6984,d,22250
1535074136899,57,q6981,d,22250
1535074136920,57,q6983,c,22250
1535074204116,58,q6442,b,27000
1535074204153,58,q6442,b,27000
1535074257611,59,q6243,a,27000
1535074279586,60,q6185,c,18000
1535074327082,61,q4761,b,42000
1535074349815,62,q4178,c,8000
1535074375606,63,q4555,b,7000
1535074455756,64,q2628,c,24000
1535074455757,64,q2630,b,24000
1535074455796,64,q2629,d,24000
1535074548162,65,q2991,d,23667
1535074548244,65,q2992,c,23667
1535074548251,65,q2993,d,23667
1535074664434,66,q3411,a,22000
1535074664494,66,q3413,b,22000
1535074664495,66,q3412,a,22000
1535074729260,67,q2069,d,13667
1535074729287,67,q2068,a,13667
1535074729291,67,q2067,d,13667
1535074778905,68,q1279,c,28000
1535074778948,68,q1279,c,28000
1535074807639,69,q176,b,22000
1535074847436,70,q8074,c,23000
1535074874183,71,q8098,b,21000
1535074995047,72,q6013,c,34000
1535075043856,73,q5758,a,25000
1535075104948,74,q3774,d,34000
1535075150298,75,q10318,b,32000
1535075201910,76,q6740,a,31000
1535075249870,77,q3928,c,31000
1535075295436,78,q5723,a,28000
1535075349219,79,q9907,d,39000
1535075418583,80,q4771,b,48000
1535075477491,81,q4894,b,23000
1535075516827,82,q6390,a,25000
1535075569235,83,q10001,b,22000
1535075612422,84,q6188,b,33000
1535075670401,85,q3698,d,32000
1535075699468,86,q4190,b,20000
1535076329091,86,q4190,a,35000
1535076364403,87,q4577,c,18000
1535076418858,88,q8390,b,38000
1535076459839,89,q5223,c,26000
1535076508133,90,q4509,c,27000
1535076508191,90,q4509,c,27000
1535076767471,90,q4509,b,10000
1535076802073,91,q3790,a,0
1535076857863,92,q10079,b,35000
1535076944624,93,q4769,a,25000
1535076985912,94,q4539,a,24000
1535077033247,95,q6496,c,27000
1535077082755,96,q9541,a,38000
1535077122731,97,q6168,b,23000
1535077184140,98,q6338,c,37000
1535077229170,99,q3909,b,26000
1535077302306,100,q10113,b,31000
1535077381610,101,q6313,d,60000
1535077453014,102,q4820,d,52000
1535077516959,103,q4113,b,28000
1535082742826,104,q8631,b,24000
1535082776080,105,q5736,a,16000
1535082800891,106,q4346,d,17000
1535082980114,106,q4346,c,15000
1535083024496,107,q6013,a,25000
1535083062093,108,q8455,d,23000
1535083088740,109,q10153,b,13000
1535083105296,110,q5761,c,6000
1535083126784,111,q4166,b,13000
1535083162272,112,q4558,b,18000
1535083200773,113,q8491,d,25000
1535083265548,114,q4775,a,29000
1535083305012,115,q5724,b,9000
1535083354117,116,q4115,b,30000
1535083404717,117,q8844,b,27000
1535083443652,118,q4530,d,13000
1535083475759,119,q5215,b,18000
1535083668672,119,q5215,a,6000
1535083703818,120,q6313,c,11000
1535083747653,121,q5771,c,29000
1535083788750,122,q9741,b,28000
1535083835876,123,q6142,d,26000
1535083921545,124,q5313,c,43000
1535083968193,125,q5741,d,21000
1535084114070,126,q1227,c,21000
1535084161546,127,q1162,c,37000
1535084209910,128,q1315,b,19000
1535084247277,128,q1315,c,0
1535084272728,129,q1162,a,17000
1535084305497,130,q11261,a,24000
1535084352149,131,q398,c,17000
1535084375913,132,q1040,a,16000
1535084400908,133,q278,a,19000
1535084429054,134,q295,c,15000
1535084455141,135,q919,b,18000
1535084500729,136,q246,c,15000
1535084584916,137,q38,a,20000
1535084614008,138,q175,b,22000
1535084638616,139,q14,a,20000
